Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
B1XC20	reviewed	PEPE_ECODH	Peptidase E, EC 3.4.13.21 (Alpha-aspartyl dipeptidase) (Asp-specific dipeptidase) (Dipeptidase E)	pepE ECDH10B_4210	Escherichia coli (strain K12 / DH10B)	229
B1XC29	reviewed	PSIE_ECODH	Protein PsiE	psiE ECDH10B_4219	Escherichia coli (strain K12 / DH10B)	136
B1XC35	reviewed	LAMB_ECODH	Maltoporin (Maltose-inducible porin)	lamB ECDH10B_4225	Escherichia coli (strain K12 / DH10B)	446
B1XC38	reviewed	UBIC_ECODH	Chorismate pyruvate-lyase, CL, CPL, EC 4.1.3.40	ubiC ECDH10B_4228	Escherichia coli (strain K12 / DH10B)	165
B1XC40	reviewed	PLSB_ECODH	Glycerol-3-phosphate acyltransferase, GPAT, EC 2.3.1.15	plsB ECDH10B_4230	Escherichia coli (strain K12 / DH10B)	807
B1XC50	reviewed	APAH_ECODH	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical, EC 3.6.1.41 (Ap4A hydrolase) (Diadenosine 5',5'''-P1,P4-tetraphosphate pyrophosphohydrolase) (Diadenosine tetraphosphatase)	apaH ECDH10B_0050	Escherichia coli (strain K12 / DH10B)	280
B1XC58	reviewed	MRAZ_ECODH	Transcriptional regulator MraZ	mraZ ECDH10B_0063	Escherichia coli (strain K12 / DH10B)	152
B1XC59	reviewed	RSMH_ECODH	Ribosomal RNA small subunit methyltransferase H, EC 2.1.1.199 (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	rsmH mraW ECDH10B_0064	Escherichia coli (strain K12 / DH10B)	313
B1XC74	reviewed	SECM_ECODH	Secretion monitor	secM ECDH10B_0079	Escherichia coli (strain K12 / DH10B)	170
B1XC77	reviewed	YACG_ECODH	DNA gyrase inhibitor YacG	yacG ECDH10B_0082	Escherichia coli (strain K12 / DH10B)	65
B1XC78	reviewed	ZAPD_ECODH	Cell division protein ZapD (Z ring-associated protein D)	zapD ECDH10B_0083	Escherichia coli (strain K12 / DH10B)	247
B1XCC1	reviewed	SFSA_ECODH	Sugar fermentation stimulation protein A	sfsA ECDH10B_0126	Escherichia coli (strain K12 / DH10B)	234
B1XCF0	reviewed	YCJF_ECODH	UPF0283 membrane protein YcjF	ycjF ECDH10B_1441	Escherichia coli (strain K12 / DH10B)	353
B1XCH1	reviewed	ZNTB_ECODH	Zinc transport protein ZntB	zntB ECDH10B_1463	Escherichia coli (strain K12 / DH10B)	327
B1XCM0	reviewed	LUXS_ECODH	S-ribosylhomocysteine lyase, EC 4.4.1.21 (AI-2 synthesis protein) (Autoinducer-2 production protein LuxS)	luxS ECDH10B_2854	Escherichia coli (strain K12 / DH10B)	171
B1XCM1	reviewed	GSH1_ECODH	Glutamate--cysteine ligase, EC 6.3.2.2 (Gamma-ECS, GCS) (Gamma-glutamylcysteine synthetase)	gshA ECDH10B_2856	Escherichia coli (strain K12 / DH10B)	518
B1XCM4	reviewed	CSRA_ECODH	Translational regulator CsrA (Carbon storage regulator)	csrA ECDH10B_2864	Escherichia coli (strain K12 / DH10B)	61
B1XCM6	reviewed	RECX_ECODH	Regulatory protein RecX	recX ECDH10B_2866	Escherichia coli (strain K12 / DH10B)	166
B1XCR0	reviewed	MUTS_ECODH	DNA mismatch repair protein MutS	mutS ECDH10B_2901	Escherichia coli (strain K12 / DH10B)	853
B1XCR9	reviewed	PIMT_ECODH	Protein-L-isoaspartate O-methyltransferase, EC 2.1.1.77 (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl methyltransferase) (Protein-beta-aspartate methyltransferase, PIMT)	pcm ECDH10B_2911	Escherichia coli (strain K12 / DH10B)	208
B1XCS4	reviewed	FTSB_ECODH	Cell division protein FtsB	ftsB ECDH10B_2916	Escherichia coli (strain K12 / DH10B)	103
B1XCV3	reviewed	ACTP_ECODH	Cation/acetate symporter ActP (Acetate permease) (Acetate transporter ActP)	actP ECDH10B_4257	Escherichia coli (strain K12 / DH10B)	549
B1XD17	reviewed	CUTA_ECODH	Divalent-cation tolerance protein CutA	cutA ECDH10B_4330	Escherichia coli (strain K12 / DH10B)	112
B1XD26	reviewed	ERPA_ECODH	Iron-sulfur cluster insertion protein ErpA	erpA ECDH10B_0136	Escherichia coli (strain K12 / DH10B)	114
B1XD30	reviewed	DGTP_ECODH	Deoxyguanosinetriphosphate triphosphohydrolase, dGTP triphosphohydrolase, dGTPase, EC 3.1.5.1	dgt ECDH10B_0140	Escherichia coli (strain K12 / DH10B)	505
B1XD35	reviewed	DAPD_ECODH	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase, EC 2.3.1.117 (Tetrahydrodipicolinate N-succinyltransferase, THP succinyltransferase, Tetrahydropicolinate succinylase)	dapD ECDH10B_0145	Escherichia coli (strain K12 / DH10B)	274
B1XD39	reviewed	EFTS_ECODH	Elongation factor Ts, EF-Ts	tsf ECDH10B_0150	Escherichia coli (strain K12 / DH10B)	283
B1XD41	reviewed	RRF_ECODH	Ribosome-recycling factor, RRF (Ribosome-releasing factor)	frr ECDH10B_0152	Escherichia coli (strain K12 / DH10B)	185
B1XD46	reviewed	BAMA_ECODH	Outer membrane protein assembly factor BamA	bamA yaeT ECDH10B_0157	Escherichia coli (strain K12 / DH10B)	810
B1XD50	reviewed	LPXA_ECODH	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase, UDP-N-acetylglucosamine acyltransferase, EC 2.3.1.129	lpxA ECDH10B_0161	Escherichia coli (strain K12 / DH10B)	262
B1XD51	reviewed	LPXB_ECODH	Lipid-A-disaccharide synthase, EC 2.4.1.182	lpxB ECDH10B_0162	Escherichia coli (strain K12 / DH10B)	382
B1XD64	reviewed	SYP_ECODH	Proline--tRNA ligase, EC 6.1.1.15 (Prolyl-tRNA synthetase, ProRS)	proS ECDH10B_0175	Escherichia coli (strain K12 / DH10B)	572
B1XD76	reviewed	GLO2_ECODH	Hydroxyacylglutathione hydrolase, EC 3.1.2.6 (Glyoxalase II, Glx II)	gloB ECDH10B_0193	Escherichia coli (strain K12 / DH10B)	251
B1XDD6	reviewed	OPGD_ECODH	Glucans biosynthesis protein D	mdoD opgD ECDH10B_1552	Escherichia coli (strain K12 / DH10B)	551
B1XDG9	reviewed	PPTA_ECODH	Tautomerase PptA, EC 5.3.2.-	pptA ECDH10B_1592	Escherichia coli (strain K12 / DH10B)	77
B1XDN4	reviewed	LGT_ECODH	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase, EC 2.5.1.145	lgt ECDH10B_2998	Escherichia coli (strain K12 / DH10B)	291
B1XDN6	reviewed	RPPH_ECODH	RNA pyrophosphohydrolase, EC 3.6.1.- ((Di)nucleoside polyphosphate hydrolase)	rppH nudH ECDH10B_3000	Escherichia coli (strain K12 / DH10B)	176
B1XDN7	reviewed	MUTH_ECODH	DNA mismatch repair protein MutH (Methyl-directed mismatch repair protein)	mutH ECDH10B_3001	Escherichia coli (strain K12 / DH10B)	229
B1XDP1	reviewed	LPLT_ECODH	Lysophospholipid transporter LplT	lplT ECDH10B_3005	Escherichia coli (strain K12 / DH10B)	397
B1XDP6	reviewed	CH10_ECODH	Co-chaperonin GroES (10 kDa chaperonin) (Chaperonin-10, Cpn10)	groES groS ECDH10B_4335	Escherichia coli (strain K12 / DH10B)	97
B1XDQ0	reviewed	EFP_ECODH	Elongation factor P, EF-P	efp ECDH10B_4340	Escherichia coli (strain K12 / DH10B)	188
B1XDQ6	reviewed	FRDD_ECODH	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein) (Quinol-fumarate reductase subunit D, QFR subunit D)	frdD ECDH10B_4346	Escherichia coli (strain K12 / DH10B)	119
B1XDQ7	reviewed	FRDC_ECODH	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein) (Quinol-fumarate reductase subunit C, QFR subunit C)	frdC ECDH10B_4347	Escherichia coli (strain K12 / DH10B)	131
B1XDS1	reviewed	MUTL_ECODH	DNA mismatch repair protein MutL	mutL ECDH10B_4365	Escherichia coli (strain K12 / DH10B)	615
B1XDS3	reviewed	HFQ_ECODH	RNA-binding protein Hfq	hfq ECDH10B_4367	Escherichia coli (strain K12 / DH10B)	102
B1XDS9	reviewed	NSRR_ECODH	HTH-type transcriptional repressor NsrR	nsrR ECDH10B_4373	Escherichia coli (strain K12 / DH10B)	141
B1XDU2	reviewed	ULAR_ECODH	HTH-type transcriptional regulator UlaR	ulaR ECDH10B_4386	Escherichia coli (strain K12 / DH10B)	251
B1XDU3	reviewed	ULAG_ECODH	Probable L-ascorbate-6-phosphate lactonase UlaG, EC 3.1.1.- (L-ascorbate utilization protein G)	ulaG ECDH10B_4387	Escherichia coli (strain K12 / DH10B)	354
B1XDU8	reviewed	ULAE_ECODH	L-ribulose-5-phosphate 3-epimerase UlaE, EC 5.1.3.22 (L-ascorbate utilization protein E) (L-xylulose-5-phosphate 3-epimerase)	ulaE ECDH10B_4392	Escherichia coli (strain K12 / DH10B)	284
B1XDV1	reviewed	RS6_ECODH	30S ribosomal protein S6	rpsF ECDH10B_4395	Escherichia coli (strain K12 / DH10B)	131
B1XDV2	reviewed	RS18_ECODH	30S ribosomal protein S18	rpsR ECDH10B_4397	Escherichia coli (strain K12 / DH10B)	75
B1XDV3	reviewed	RL9_ECODH	50S ribosomal protein L9	rplI ECDH10B_4398	Escherichia coli (strain K12 / DH10B)	149
B1XDV9	reviewed	YTFE_ECODH	Iron-sulfur cluster repair protein YtfE	ytfE ECDH10B_4404	Escherichia coli (strain K12 / DH10B)	220
B1XDW8	reviewed	MSRA_ECODH	Peptide methionine sulfoxide reductase MsrA, Protein-methionine-S-oxide reductase, EC 1.8.4.11 (Peptide-methionine (S)-S-oxide reductase, Peptide Met(O) reductase)	msrA ECDH10B_4414	Escherichia coli (strain K12 / DH10B)	212
B1XDY2	reviewed	FRSA_ECODH	Esterase FrsA, EC 3.1.1.1	frsA ECDH10B_0221	Escherichia coli (strain K12 / DH10B)	414
B1XDY3	reviewed	CRL_ECODH	Sigma factor-binding protein Crl	crl ECDH10B_0222	Escherichia coli (strain K12 / DH10B)	133
B1XDY6	reviewed	PROA_ECODH	Gamma-glutamyl phosphate reductase, GPR, EC 1.2.1.41 (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase, GSA dehydrogenase)	proA ECDH10B_0225	Escherichia coli (strain K12 / DH10B)	417
B1XE34	reviewed	ECPB_ECODH	Probable fimbrial chaperone EcpB	ecpB matC ECDH10B_0280	Escherichia coli (strain K12 / DH10B)	222
B1XE35	reviewed	ECPA_ECODH	Common pilus major fimbrillin subunit EcpA (MatB fimbrillin)	ecpA matB ECDH10B_0281	Escherichia coli (strain K12 / DH10B)	195
B1XE36	reviewed	ECPR_ECODH	HTH-type transcriptional regulator EcpR	ecpR matA ECDH10B_0282	Escherichia coli (strain K12 / DH10B)	196
B1XE39	reviewed	RL31B_ECODH	50S ribosomal protein L31 type B	rpmE2 ECDH10B_0285	Escherichia coli (strain K12 / DH10B)	87
B1XE99	reviewed	LSRK_ECODH	Autoinducer-2 kinase, AI-2 kinase, EC 2.7.1.189	lsrK ECDH10B_1642	Escherichia coli (strain K12 / DH10B)	530
B1XEA0	reviewed	LSRR_ECODH	Transcriptional regulator LsrR	lsrR ECDH10B_1643	Escherichia coli (strain K12 / DH10B)	317
B1XEA2	reviewed	LSRC_ECODH	Autoinducer 2 import system permease protein LsrC, AI-2 import system permease protein LsrC	lsrC ECDH10B_1645	Escherichia coli (strain K12 / DH10B)	342
B1XEA3	reviewed	LSRD_ECODH	Autoinducer 2 import system permease protein LsrD, AI-2 import system permease protein LsrD	lsrD ECDH10B_1646	Escherichia coli (strain K12 / DH10B)	330
B1XEA4	reviewed	LSRB_ECODH	Autoinducer 2-binding protein LsrB, AI-2-binding protein LsrB	lsrB ECDH10B_1647	Escherichia coli (strain K12 / DH10B)	340
B1XEA5	reviewed	LSRF_ECODH	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase, EC 2.3.1.245	lsrF ECDH10B_1648	Escherichia coli (strain K12 / DH10B)	291
B1XEA6	reviewed	LSRG_ECODH	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase, EC 5.3.1.32 (Autoinducer 2-degrading protein LsrG, AI-2-degrading protein LsrG) (Phospho-(S)-4,5-dihydroxy-2,3-pentanedione isomerase) (Phospho-AI-2 isomerase)	lsrG ECDH10B_1649	Escherichia coli (strain K12 / DH10B)	96
B1XEA7	reviewed	TAM_ECODH	Trans-aconitate 2-methyltransferase, EC 2.1.1.144	tam ECDH10B_1650	Escherichia coli (strain K12 / DH10B)	252
B1XEB5	reviewed	SOTB_ECODH	Probable sugar efflux transporter	sotB ECDH10B_1659	Escherichia coli (strain K12 / DH10B)	396
B1XEB6	reviewed	MARC_ECODH	UPF0056 inner membrane protein MarC	marC ECDH10B_1660	Escherichia coli (strain K12 / DH10B)	221
B1XEH8	reviewed	RF2_ECODH	Peptide chain release factor 2, RF-2	prfB ECDH10B_3065	Escherichia coli (strain K12 / DH10B)	365
B1XEI5	reviewed	YGFZ_ECODH	tRNA-modifying protein YgfZ	ygfZ ECDH10B_3072	Escherichia coli (strain K12 / DH10B)	326
B1XEI7	reviewed	AC4CH_ECODH	N(4)-acetylcytidine amidohydrolase, ac4C amidohydrolase, EC 3.5.1.135	yqfB ECDH10B_3074	Escherichia coli (strain K12 / DH10B)	103
B1XEJ0	reviewed	GCSP_ECODH	Glycine dehydrogenase (decarboxylating), EC 1.4.4.2 (Glycine cleavage system P-protein) (Glycine decarboxylase) (Glycine dehydrogenase (aminomethyl-transferring))	gcvP ECDH10B_3077	Escherichia coli (strain K12 / DH10B)	957
B1XEJ1	reviewed	GCSH_ECODH	Glycine cleavage system H protein	gcvH ECDH10B_3078	Escherichia coli (strain K12 / DH10B)	129
B1XEJ6	reviewed	ZAPA_ECODH	Cell division protein ZapA (Z ring-associated protein ZapA)	zapA ECDH10B_3084	Escherichia coli (strain K12 / DH10B)	109
B1XEK1	reviewed	ARGP_ECODH	HTH-type transcriptional regulator ArgP	argP iciA ECDH10B_3091	Escherichia coli (strain K12 / DH10B)	297
B1XEM5	reviewed	PYRI_ECODH	Aspartate carbamoyltransferase regulatory chain	pyrI ECDH10B_4439	Escherichia coli (strain K12 / DH10B)	153
B1XEM6	reviewed	PYRB_ECODH	Aspartate carbamoyltransferase, EC 2.1.3.2 (Aspartate transcarbamylase, ATCase)	pyrB ECDH10B_4440	Escherichia coli (strain K12 / DH10B)	311
B1XET8	reviewed	BETI_ECODH	HTH-type transcriptional regulator BetI	betI ECDH10B_0300	Escherichia coli (strain K12 / DH10B)	195
B1XEU8	reviewed	SFGH1_ECODH	S-formylglutathione hydrolase FrmB, FGH, EC 3.1.2.12	frmB ECDH10B_0310	Escherichia coli (strain K12 / DH10B)	277
B1XEX1	reviewed	IRAP_ECODH	Anti-adapter protein IraP	iraP ECDH10B_0339	Escherichia coli (strain K12 / DH10B)	86
B1XEY2	reviewed	RDGC_ECODH	Recombination-associated protein RdgC	rdgC ECDH10B_0350	Escherichia coli (strain K12 / DH10B)	303
B1XEZ2	reviewed	ACPH_ECODH	Acyl carrier protein phosphodiesterase, ACP phosphodiesterase, EC 3.1.4.14	acpH ECDH10B_0360	Escherichia coli (strain K12 / DH10B)	193
B1XEZ3	reviewed	QUEA_ECODH	S-adenosylmethionine:tRNA ribosyltransferase-isomerase, EC 2.4.99.17 (Queuosine biosynthesis protein QueA)	queA ECDH10B_0361	Escherichia coli (strain K12 / DH10B)	356
B1XF01	reviewed	NRDR_ECODH	Transcriptional repressor NrdR	nrdR ECDH10B_0369	Escherichia coli (strain K12 / DH10B)	149
B1XF04	reviewed	NUSB_ECODH	Transcription antitermination protein NusB (Antitermination factor NusB)	nusB ECDH10B_0372	Escherichia coli (strain K12 / DH10B)	139
B1XF10	reviewed	EX7S_ECODH	Exodeoxyribonuclease 7 small subunit, EC 3.1.11.6 (Exodeoxyribonuclease VII small subunit, Exonuclease VII small subunit)	xseB ECDH10B_0378	Escherichia coli (strain K12 / DH10B)	80
B1XF47	reviewed	YNFA_ECODH	UPF0060 membrane protein YnfA	ynfA ECDH10B_1715	Escherichia coli (strain K12 / DH10B)	108
B1XF50	reviewed	YNFC_ECODH	UPF0257 lipoprotein YnfC	ynfC ECDH10B_1718	Escherichia coli (strain K12 / DH10B)	236
B1XF57	reviewed	CLCB_ECODH	Voltage-gated ClC-type chloride channel ClcB	clcB ECDH10B_1725	Escherichia coli (strain K12 / DH10B)	418
B1XF62	reviewed	ASR_ECODH	Acid shock protein	asr ECDH10B_1730	Escherichia coli (strain K12 / DH10B)	102
B1XF64	reviewed	MDTI_ECODH	Spermidine export protein MdtI	mdtI ECDH10B_1732	Escherichia coli (strain K12 / DH10B)	109
B1XF65	reviewed	MDTJ_ECODH	Spermidine export protein MdtJ	mdtJ ECDH10B_1733	Escherichia coli (strain K12 / DH10B)	121
B1XF75	reviewed	TUS_ECODH	DNA replication terminus site-binding protein, Ter-binding protein	tus ECDH10B_1743	Escherichia coli (strain K12 / DH10B)	309
B1XF92	reviewed	RSXA_ECODH	Ion-translocating oxidoreductase complex subunit A, EC 7.-.-.- (Rsx electron transport complex subunit A)	rsxA ECDH10B_1761	Escherichia coli (strain K12 / DH10B)	193
B1XF99	reviewed	SPEB_ECODH	Agmatinase, EC 3.5.3.11 (Agmatine ureohydrolase, AUH)	speB ECDH10B_3112	Escherichia coli (strain K12 / DH10B)	306
B1XFA5	reviewed	SPRT_ECODH	Protein SprT	sprT ECDH10B_3119	Escherichia coli (strain K12 / DH10B)	165
B1XFA9	reviewed	YQGF_ECODH	Putative pre-16S rRNA nuclease, EC 3.1.-.-	yqgF ECDH10B_3124	Escherichia coli (strain K12 / DH10B)	138
B1XFC2	reviewed	FETP_ECODH	Probable Fe(2+)-trafficking protein	yggX ECDH10B_3137	Escherichia coli (strain K12 / DH10B)	91
B1XFF6	reviewed	YQHA_ECODH	UPF0114 protein YqhA	yqhA ECDH10B_3179	Escherichia coli (strain K12 / DH10B)	164
B1XFH3	reviewed	DNAT_ECODH	Primosomal protein 1 (Primosomal protein I)	dnaT ECDH10B_4518	Escherichia coli (strain K12 / DH10B)	179
B1XFI0	reviewed	RSMC_ECODH	Ribosomal RNA small subunit methyltransferase C, EC 2.1.1.172 (16S rRNA m2G1207 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase RsmC)	rsmC ECDH10B_4528	Escherichia coli (strain K12 / DH10B)	343
B1XFI4	reviewed	RF3_ECODH	Peptide chain release factor 3, RF-3	prfC ECDH10B_4532	Escherichia coli (strain K12 / DH10B)	529
B1XFJ2	reviewed	TYPH_ECODH	Thymidine phosphorylase, EC 2.4.2.4 (TdRPase)	deoA ECDH10B_4540	Escherichia coli (strain K12 / DH10B)	440
B1XFK3	reviewed	TRPR_ECODH	Trp operon repressor	trpR ECDH10B_4551	Escherichia coli (strain K12 / DH10B)	108
B1XFM6	reviewed	CLPX_ECODH	ATP-dependent Clp protease ATP-binding subunit ClpX	clpX ECDH10B_0394	Escherichia coli (strain K12 / DH10B)	424
B1XFN4	reviewed	COF_ECODH	HMP-PP phosphatase, EC 3.6.1.-	cof ECDH10B_0402	Escherichia coli (strain K12 / DH10B)	272
B1XFQ6	reviewed	APT_ECODH	Adenine phosphoribosyltransferase, APRT, EC 2.4.2.7	apt ECDH10B_0425	Escherichia coli (strain K12 / DH10B)	183
B1XFQ8	reviewed	YBAB_ECODH	Nucleoid-associated protein YbaB	ybaB ECDH10B_0427	Escherichia coli (strain K12 / DH10B)	109
B1XFQ9	reviewed	RECR_ECODH	Recombination protein RecR	recR ECDH10B_0428	Escherichia coli (strain K12 / DH10B)	201
B1XFR3	reviewed	AES_ECODH	Acetyl esterase, EC 3.1.1.-	aes ECDH10B_0432	Escherichia coli (strain K12 / DH10B)	319
B1XFU2	reviewed	RSXD_ECODH	Ion-translocating oxidoreductase complex subunit D, EC 7.-.-.- (Rsx electron transport complex subunit D)	rsxD ECDH10B_1764	Escherichia coli (strain K12 / DH10B)	352
B1XFU4	reviewed	RSXE_ECODH	Ion-translocating oxidoreductase complex subunit E, EC 7.-.-.- (Rsx electron transport complex subunit E)	rsxE ECDH10B_1766	Escherichia coli (strain K12 / DH10B)	231
B1XFV4	reviewed	SLYA_ECODH	Transcriptional regulator SlyA	slyA ECDH10B_1776	Escherichia coli (strain K12 / DH10B)	144
B1XFX3	reviewed	MDTK_ECODH	Multidrug resistance protein MdtK (Multidrug-efflux transporter)	mdtK ECDH10B_1797	Escherichia coli (strain K12 / DH10B)	457
B1XFY7	reviewed	SUFE_ECODH	Cysteine desulfuration protein SufE	sufE ECDH10B_1813	Escherichia coli (strain K12 / DH10B)	138
B1XG18	reviewed	BTUC_ECODH	Vitamin B12 import system permease protein BtuC	btuC ECDH10B_1847	Escherichia coli (strain K12 / DH10B)	326
B1XG19	reviewed	IHFA_ECODH	Integration host factor subunit alpha, IHF-alpha	ihfA himA ECDH10B_1848	Escherichia coli (strain K12 / DH10B)	99
B1XG23	reviewed	RL20_ECODH	50S ribosomal protein L20	rplT ECDH10B_1852	Escherichia coli (strain K12 / DH10B)	118
B1XG24	reviewed	RL35_ECODH	50S ribosomal protein L35	rpmI ECDH10B_1853	Escherichia coli (strain K12 / DH10B)	65
B1XG45	reviewed	ZUPT_ECODH	Zinc transporter ZupT	zupT ECDH10B_3214	Escherichia coli (strain K12 / DH10B)	257
B1XG70	reviewed	RS21_ECODH	30S ribosomal protein S21	rpsU ECDH10B_3240	Escherichia coli (strain K12 / DH10B)	71
B1XG73	reviewed	MUG_ECODH	G/U mismatch-specific DNA glycosylase, EC 3.2.2.28 (Double-strand-specific uracil glycosylase) (Mismatch-specific uracil DNA-glycosylase, MUG)	mug ECDH10B_3243	Escherichia coli (strain K12 / DH10B)	168
B1XG88	reviewed	RLMG_ECODH	Ribosomal RNA large subunit methyltransferase G, EC 2.1.1.174 (23S rRNA m2G1835 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase RlmG)	rlmG ECDH10B_3259	Escherichia coli (strain K12 / DH10B)	378
B1XG96	reviewed	UXAC_ECODH	Uronate isomerase, EC 5.3.1.12 (Glucuronate isomerase) (Uronic isomerase)	uxaC ECDH10B_3268	Escherichia coli (strain K12 / DH10B)	470
B1XGK7	reviewed	ASTD_ECODH	N-succinylglutamate 5-semialdehyde dehydrogenase, EC 1.2.1.71 (Succinylglutamic semialdehyde dehydrogenase, SGSD)	astD ECDH10B_1884	Escherichia coli (strain K12 / DH10B)	492
B1XGK8	reviewed	ASTA_ECODH	Arginine N-succinyltransferase, AST, EC 2.3.1.109 (AOST)	astA ECDH10B_1885	Escherichia coli (strain K12 / DH10B)	344
B1XGN8	reviewed	MSRB_ECODH	Peptide methionine sulfoxide reductase MsrB, EC 1.8.4.12 (Peptide-methionine (R)-S-oxide reductase)	msrB ECDH10B_1916	Escherichia coli (strain K12 / DH10B)	137
B1XGT1	reviewed	TDCC_ECODH	Threonine/serine transporter TdcC (H(+)/threonine-serine symporter)	tdcC ECDH10B_3290	Escherichia coli (strain K12 / DH10B)	443
B1XGU5	reviewed	KBAZ_ECODH	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ	kbaZ ECDH10B_3305	Escherichia coli (strain K12 / DH10B)	426
B1XGW1	reviewed	DIAA_ECODH	DnaA initiator-associating protein DiaA	diaA ECDH10B_3322	Escherichia coli (strain K12 / DH10B)	196
B1XGX5	reviewed	NLPI_ECODH	Lipoprotein NlpI	nlpI ECDH10B_3336	Escherichia coli (strain K12 / DH10B)	294
B1XGX7	reviewed	RS15_ECODH	30S ribosomal protein S15	rpsO ECDH10B_3339	Escherichia coli (strain K12 / DH10B)	89
B1XGX9	reviewed	RBFA_ECODH	Ribosome-binding factor A	rbfA ECDH10B_3341	Escherichia coli (strain K12 / DH10B)	133
B1XGY0	reviewed	IF2_ECODH	Translation initiation factor IF-2	infB ECDH10B_3342	Escherichia coli (strain K12 / DH10B)	890
B1XGY2	reviewed	RIMP_ECODH	Ribosome maturation factor RimP	rimP ECDH10B_3344	Escherichia coli (strain K12 / DH10B)	150
B1XGY6	reviewed	GLMM_ECODH	Phosphoglucosamine mutase, EC 5.4.2.10	glmM ECDH10B_3350	Escherichia coli (strain K12 / DH10B)	445
B1XH80	reviewed	NUDL_ECODH	Uncharacterized Nudix hydrolase NudL, EC 3.6.1.-	nudL ECDH10B_1951	Escherichia coli (strain K12 / DH10B)	192
B1XH87	reviewed	YOBD_ECODH	UPF0266 membrane protein YobD	yobD ECDH10B_1958	Escherichia coli (strain K12 / DH10B)	152
B1XH88	reviewed	MNTP_ECODH	Probable manganese efflux pump MntP	mntP yebN ECDH10B_1959	Escherichia coli (strain K12 / DH10B)	188
B1XH93	reviewed	MGRB_ECODH	PhoP/PhoQ regulator MgrB	mgrB ECDH10B_1964	Escherichia coli (strain K12 / DH10B)	47
B1XH97	reviewed	HTPX_ECODH	Protease HtpX, EC 3.4.24.- (Heat shock protein HtpX)	htpX ECDH10B_1968	Escherichia coli (strain K12 / DH10B)	293
B1XH99	reviewed	PROQ_ECODH	RNA chaperone ProQ	proQ ECDH10B_1970	Escherichia coli (strain K12 / DH10B)	232
B1XHD1	reviewed	RUVC_ECODH	Crossover junction endodeoxyribonuclease RuvC, EC 3.1.21.10 (Holliday junction nuclease RuvC) (Holliday junction resolvase RuvC)	ruvC ECDH10B_2004	Escherichia coli (strain K12 / DH10B)	173
B1XHD8	reviewed	CMOA_ECODH	Carboxy-S-adenosyl-L-methionine synthase, Cx-SAM synthase, EC 2.1.3.-	cmoA ECDH10B_2011	Escherichia coli (strain K12 / DH10B)	247
B1XHD9	reviewed	CMOB_ECODH	tRNA U34 carboxymethyltransferase, EC 2.5.1.-	cmoB ECDH10B_2012	Escherichia coli (strain K12 / DH10B)	323
B1XHE2	reviewed	CUTC_ECODH	PF03932 family protein CutC	cutC ECDH10B_2015	Escherichia coli (strain K12 / DH10B)	248
B1XHE4	reviewed	SYR_ECODH	Arginine--tRNA ligase, EC 6.1.1.19 (Arginyl-tRNA synthetase, ArgRS)	argS ECDH10B_2017	Escherichia coli (strain K12 / DH10B)	577
B1XHF8	reviewed	FLHD_ECODH	Flagellar transcriptional regulator FlhD	flhD ECDH10B_2033	Escherichia coli (strain K12 / DH10B)	119
B1XHG1	reviewed	RL27_ECODH	50S ribosomal protein L27	rpmA ECDH10B_3359	Escherichia coli (strain K12 / DH10B)	85
B1XHG2	reviewed	RL21_ECODH	50S ribosomal protein L21	rplU ECDH10B_3360	Escherichia coli (strain K12 / DH10B)	103
B1XHI0	reviewed	RAPZ_ECODH	RNase adapter protein RapZ	rapZ ECDH10B_3379	Escherichia coli (strain K12 / DH10B)	284
B1XHJ6	reviewed	NANE_ECODH	Putative N-acetylmannosamine-6-phosphate 2-epimerase, EC 5.1.3.9 (ManNAc-6-P epimerase)	nanE ECDH10B_3400	Escherichia coli (strain K12 / DH10B)	229
B1XHJ7	reviewed	NANT_ECODH	Sialic acid transporter NanT (Sialic acid permease) (Sialic acid/H(+) symporter)	nanT ECDH10B_3401	Escherichia coli (strain K12 / DH10B)	496
B1XHJ9	reviewed	NANR_ECODH	HTH-type transcriptional repressor NanR	nanR ECDH10B_3403	Escherichia coli (strain K12 / DH10B)	263
B1XHK4	reviewed	RL13_ECODH	50S ribosomal protein L13	rplM ECDH10B_3408	Escherichia coli (strain K12 / DH10B)	142
B1XHK9	reviewed	MDH_ECODH	Malate dehydrogenase, EC 1.1.1.37	mdh ECDH10B_3413	Escherichia coli (strain K12 / DH10B)	312
