Object ID	Transporters	Gene	Reactions	Reaction-Direction	GO terms (molecular function)	GO terms (cellular component)	GO terms (biological process)
hydrophilic solute or ion [extracellular space]  <-->  hydrophilic solute or ion [periplasm] // an organophosphorus compound[periplasm]  <-->  an organophosphorus compound[extracellular space] // a glycoside[periplasm]  <-->  a glycoside[extracellular space] // N-acetyl-beta-neuraminate[extracellular space]  ->  N-acetyl-beta-neuraminate[periplasm] // N-acetylneuraminate[extracellular space]  ->  N-acetylneuraminate[periplasm] // a sugar[periplasm]  <-->  a sugar[extracellular space] // a sugar phosphate[periplasm]  <-->  a sugar phosphate[extracellular space] // an aromatic compound[periplasm]  <-->  an aromatic compound[extracellular space] // a trisaccharide[periplasm]  <-->  a trisaccharide[extracellular space] // maltose[extracellular space]  ->  maltose[periplasm] // N,N'-diacetylchitobiose[extracellular space]  ->  N,N'-diacetylchitobiose[periplasm] // a disaccharide[periplasm]  <-->  a disaccharide[extracellular space] // an oligopeptide[periplasm]  <-->  an oligopeptide[extracellular space] // a nucleoside[periplasm]  <-->  a nucleoside[extracellular space] // a nucleotide sugar[periplasm]  <-->  a nucleotide sugar[extracellular space] // a nucleotide[periplasm]  <-->  a nucleotide[extracellular space] // an aldehyde[periplasm]  <-->  an aldehyde[extracellular space] // a lactone[periplasm]  <-->  a lactone[extracellular space] // an amide[periplasm]  <-->  an amide[extracellular space] // an amine[periplasm]  <-->  an amine[extracellular space] // a hydroxylated carboxylate[periplasm]  <-->  a hydroxylated carboxylate[extracellular space] // an aldonate[periplasm]  <-->  an aldonate[extracellular space] // a medium chain fatty acid[periplasm]  <-->  a medium chain fatty acid[extracellular space] // glycine betaine[extracellular space]  <-->  glycine betaine[periplasm] // a monocarboxylate[periplasm]  <-->  a monocarboxylate[extracellular space] // a dicarboxylate[periplasm]  <-->  a dicarboxylate[extracellular space] // 5-(methylsulfanyl)-D-ribose[periplasm]  <-->  5-(methylsulfanyl)-D-ribose[extracellular space] // an inositol[periplasm]  <-->  an inositol[extracellular space] // an amino acid[periplasm]  <-->  an amino acid[extracellular space] // a nucleobase[periplasm]  <-->  a nucleobase[extracellular space] // a sugar alcohol[periplasm]  <-->  a sugar alcohol[extracellular space] // a short-chain fatty alcohol[periplasm]  <-->  a short-chain fatty alcohol[extracellular space] // a short-chain carboxylate[periplasm]  <-->  a short-chain carboxylate[extracellular space] // an organosulfur compound[periplasm]  <-->  an organosulfur compound[extracellular space] // H2O[periplasm]  <-->  H2O[extracellular space] // an ion[periplasm]  <-->  an ion[extracellular space] // glycerol 1-phosphate[periplasm]  <-->  glycerol 1-phosphate[extracellular space] // a beta-lactam[extracellular space]  <-->  a beta-lactam[periplasm]	outer membrane porin F	ompF	hydrophilic solute or ion [extracellular space]  <-->  hydrophilic solute or ion [periplasm] // an organophosphorus compound[periplasm]  <-->  an organophosphorus compound[extracellular space] // a glycoside[periplasm]  <-->  a glycoside[extracellular space] // N-acetyl-beta-neuraminate[extracellular space]  ->  N-acetyl-beta-neuraminate[periplasm] // N-acetylneuraminate[extracellular space]  ->  N-acetylneuraminate[periplasm] // a sugar[periplasm]  <-->  a sugar[extracellular space] // a sugar phosphate[periplasm]  <-->  a sugar phosphate[extracellular space] // an aromatic compound[periplasm]  <-->  an aromatic compound[extracellular space] // a trisaccharide[periplasm]  <-->  a trisaccharide[extracellular space] // maltose[extracellular space]  ->  maltose[periplasm] // N,N'-diacetylchitobiose[extracellular space]  ->  N,N'-diacetylchitobiose[periplasm] // a disaccharide[periplasm]  <-->  a disaccharide[extracellular space] // an oligopeptide[periplasm]  <-->  an oligopeptide[extracellular space] // a nucleoside[periplasm]  <-->  a nucleoside[extracellular space] // a nucleotide sugar[periplasm]  <-->  a nucleotide sugar[extracellular space] // a nucleotide[periplasm]  <-->  a nucleotide[extracellular space] // an aldehyde[periplasm]  <-->  an aldehyde[extracellular space] // a lactone[periplasm]  <-->  a lactone[extracellular space] // an amide[periplasm]  <-->  an amide[extracellular space] // an amine[periplasm]  <-->  an amine[extracellular space] // a hydroxylated carboxylate[periplasm]  <-->  a hydroxylated carboxylate[extracellular space] // an aldonate[periplasm]  <-->  an aldonate[extracellular space] // a medium chain fatty acid[periplasm]  <-->  a medium chain fatty acid[extracellular space] // glycine betaine[extracellular space]  <-->  glycine betaine[periplasm] // a monocarboxylate[periplasm]  <-->  a monocarboxylate[extracellular space] // a dicarboxylate[periplasm]  <-->  a dicarboxylate[extracellular space] // 5-(methylsulfanyl)-D-ribose[periplasm]  <-->  5-(methylsulfanyl)-D-ribose[extracellular space] // an inositol[periplasm]  <-->  an inositol[extracellular space] // an amino acid[periplasm]  <-->  an amino acid[extracellular space] // a nucleobase[periplasm]  <-->  a nucleobase[extracellular space] // a sugar alcohol[periplasm]  <-->  a sugar alcohol[extracellular space] // a short-chain fatty alcohol[periplasm]  <-->  a short-chain fatty alcohol[extracellular space] // a short-chain carboxylate[periplasm]  <-->  a short-chain carboxylate[extracellular space] // an organosulfur compound[periplasm]  <-->  an organosulfur compound[extracellular space] // H2O[periplasm]  <-->  H2O[extracellular space] // an ion[periplasm]  <-->  an ion[extracellular space] // glycerol 1-phosphate[periplasm]  <-->  glycerol 1-phosphate[extracellular space] // a beta-lactam[extracellular space]  <-->  a beta-lactam[periplasm]	REVERSIBLE // LEFT-TO-RIGHT			
ATP + D-galactopyranose[periplasm] + H2O  ->  ADP + D-galactopyranose[cytosol] + phosphate + H+ // methyl-beta-D-galactoside[periplasm] + ATP + H2O  ->  methyl-beta-D-galactoside[cytosol] + ADP + phosphate + H+	D-galactose / methyl-&beta;-D-galactoside ABC transporter	mglA // mglC // mglB	ATP + D-galactopyranose[periplasm] + H2O  ->  ADP + D-galactopyranose[cytosol] + phosphate + H+ // methyl-beta-D-galactoside[periplasm] + ATP + H2O  ->  methyl-beta-D-galactoside[cytosol] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT	galactose transmembrane transporter activity // methylgalactoside transmembrane transporter activity	ATP-binding cassette (ABC) transporter complex	galactose transmembrane transport // methylgalactoside transport
xylose ABC transporter	xylose ABC transporter	xylG // xylH // xylF	xylose ABC transporter	PHYSIOL-LEFT-TO-RIGHT			
cefoperazone[cytosol] + ATP + H2O  ->  cefoperazone[periplasm] + ADP + phosphate + H+	ABC exporter YbhFSR	ybhS // ybhR // ybhF	cefoperazone[cytosol] + ATP + H2O  ->  cefoperazone[periplasm] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT			
ATP + H2O + 3 H+[cytosol]  <-->  ADP + phosphate + 4 H+[periplasm] // thiamine diphosphate + phosphate + n H+[periplasm]  ->  thiamine triphosphate + H2O + n H+[cytosol]	ATP synthase Fo complex // ATP synthase F1 complex	 // 	ATP + H2O + 3 H+[cytosol]  <-->  ADP + phosphate + 4 H+[periplasm] // thiamine diphosphate + phosphate + n H+[periplasm]  ->  thiamine triphosphate + H2O + n H+[cytosol]	REVERSIBLE // PHYSIOL-LEFT-TO-RIGHT			
formate[cytosol]  <-->  formate[periplasm] // phosphinate[cytosol]  <-->  phosphinate[periplasm]	formate channel FocA	focA	formate[cytosol]  <-->  formate[periplasm] // phosphinate[cytosol]  <-->  phosphinate[periplasm]	REVERSIBLE			
HPr-Phis15 + alpha,alpha-trehalose[periplasm]  ->  alpha,alpha-trehalose 6-phosphate[cytosol] + phosphocarrier protein HPr	trehalose-specific PTS enzyme II	treB // crr	HPr-Phis15 + alpha,alpha-trehalose[periplasm]  ->  alpha,alpha-trehalose 6-phosphate[cytosol] + phosphocarrier protein HPr	LEFT-TO-RIGHT	protein-phosphocysteine-trehalose phosphotransferase system transporter activity		trehalose transport
iron(III)-coprogen[extracellular space] + H+[periplasm]  ->  iron(III)-coprogen[periplasm] + H+[cytosol]	ferric coprogen outer membrane transport complex	fhuE // 	iron(III)-coprogen[extracellular space] + H+[periplasm]  ->  iron(III)-coprogen[periplasm] + H+[cytosol]	PHYSIOL-LEFT-TO-RIGHT			
nitrate + a menaquinol[inner membrane] + 2 H+  ->  nitrite + a menaquinone[inner membrane] + H2O + 2 H+[periplasm] // nitrate + an ubiquinol[inner membrane] + 2 H+  ->  nitrite + a ubiquinone[inner membrane] + 2 H+[periplasm] + H2O // tellurite + a reduced unknown two electron carrier  ->  Te0 + an oxidized unknown electron carrier	nitrate reductase A	narG // narH // narI	nitrate + a menaquinol[inner membrane] + 2 H+  ->  nitrite + a menaquinone[inner membrane] + H2O + 2 H+[periplasm] // nitrate + an ubiquinol[inner membrane] + 2 H+  ->  nitrite + a ubiquinone[inner membrane] + 2 H+[periplasm] + H2O // tellurite + a reduced unknown two electron carrier  ->  Te0 + an oxidized unknown electron carrier	LEFT-TO-RIGHT // PHYSIOL-LEFT-TO-RIGHT	quinone binding // electron transfer activity // nitrate reductase activity	intrinsic component of the cytoplasmic side of the plasma membrane // NarGHI complex // plasma membrane // intrinsic component of membrane // nitrate reductase complex	anaerobic respiration
deoxycholate export // erythromycin export // ethidium export	multidrug efflux pump MdtEF-TolC	 // mdtE // mdtF	deoxycholate export // erythromycin export // ethidium export	PHYSIOL-LEFT-TO-RIGHT			
4-hydroxybenzoate:proton antiport	aromatic carboxylic acid efflux pump	aaeA // aaeB	4-hydroxybenzoate:proton antiport	REVERSIBLE			
Ni2+[periplasm] + ATP + H2O  ->  Ni2+[cytosol] + ADP + phosphate + H+	Ni(2+) ABC transporter	nikD // nikE // nikB // nikC // nikA	Ni2+[periplasm] + ATP + H2O  ->  Ni2+[cytosol] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT			
iron(III)-[N-(2,3-dihydroxybenzoyl)-L-serine trimer] complex[extracellular space] + H+[periplasm]  ->  iron(III)-[N-(2,3-dihydroxybenzoyl)-L-serine trimer] complex[periplasm] + H+[cytosol]	iron-catecholate outer membrane transport complex I	fiu // 	iron(III)-[N-(2,3-dihydroxybenzoyl)-L-serine trimer] complex[extracellular space] + H+[periplasm]  ->  iron(III)-[N-(2,3-dihydroxybenzoyl)-L-serine trimer] complex[periplasm] + H+[cytosol]	LEFT-TO-RIGHT			
glycine betaine[periplasm] + ATP + H2O  ->  glycine betaine[cytosol] + ADP + phosphate + H+	glycine betaine ABC transporter, non-osmoregulatory	osmF // yehY // yehX // yehW	glycine betaine[periplasm] + ATP + H2O  ->  glycine betaine[cytosol] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT	ABC-type glycine betaine transporter activity	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	glycine betaine transport
glutathione[cytosol] + ATP + H2O  ->  glutathione[periplasm] + ADP + phosphate + H+ // L-cysteine[cytosol] + ATP + H2O  ->  L-cysteine[periplasm] + ADP + phosphate + H+	glutathione / L-cysteine ABC exporter CydDC	cydD // cydC	glutathione[cytosol] + ATP + H2O  ->  glutathione[periplasm] + ADP + phosphate + H+ // L-cysteine[cytosol] + ATP + H2O  ->  L-cysteine[periplasm] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT	ATP hydrolysis activity // heme binding // glutathione transmembrane transporter activity // ABC-type cysteine transporter activity	ATP-binding cassette (ABC) transporter complex // integral component of plasma membrane	cell redox homeostasis // glutathione transmembrane transport // cysteine export across plasma membrane
iron(III)-enterobactin complex[extracellular space] + H+[periplasm]  ->  iron(III)-enterobactin complex[periplasm] + H+[cytosol]	ferric enterobactin outer membrane transport complex	 // fepA	iron(III)-enterobactin complex[extracellular space] + H+[periplasm]  ->  iron(III)-enterobactin complex[periplasm] + H+[cytosol]	PHYSIOL-LEFT-TO-RIGHT			
1,6-anhydro-N-acetyl-beta-muramate[periplasm]  ->  1,6-anhydro-N-acetyl-beta-muramate[cytosol] // transport of N-acetyl-D-muramate	N-acetylmuramic acid-specific PTS enzyme II	murP // crr	1,6-anhydro-N-acetyl-beta-muramate[periplasm]  ->  1,6-anhydro-N-acetyl-beta-muramate[cytosol] // transport of N-acetyl-D-muramate	LEFT-TO-RIGHT // PHYSIOL-LEFT-TO-RIGHT	protein-phosphocysteine-N-acetylmuramate phosphotransferase system transporter activity		phosphoenolpyruvate-dependent sugar phosphotransferase system
spermidine:proton antiport // nalidixate:proton antiport	multidrug/spermidine efflux pump	mdtJ // mdtI	spermidine:proton antiport // nalidixate:proton antiport	REVERSIBLE			
export of F<sup>-</sup>	F- channel	crcB	export of F<sup>-</sup>	REVERSIBLE			
ATP + an alkylphosphonate[periplasm] + H2O  ->  ADP + an alkylphosphonate[cytosol] + phosphate + H+ // an (aminoalkyl)phosphonate[periplasm] + ATP + H2O  ->  an (aminoalkyl)phosphonate[cytosol] + ADP + phosphate + H+	cryptic phosphonate/phosphate ABC transporter	phnC // phnE // phnD	ATP + an alkylphosphonate[periplasm] + H2O  ->  ADP + an alkylphosphonate[cytosol] + phosphate + H+ // an (aminoalkyl)phosphonate[periplasm] + ATP + H2O  ->  an (aminoalkyl)phosphonate[cytosol] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT			
glycerol[periplasm]  <-->  glycerol[cytosol] // a sugar alcohol[periplasm]  <-->  a sugar alcohol[cytosol] // DL-glyceraldehyde[periplasm]  <-->  DL-glyceraldehyde[cytosol] // glycine[periplasm]  <-->  glycine[cytosol] // urea[cytosol]  <-->  urea[periplasm] // arsenous acid[periplasm]  ->  arsenous acid[cytosol] // antimonous acid[periplasm]  <-->  antimonous acid[cytosol]	glycerol facilitator	glpF	glycerol[periplasm]  <-->  glycerol[cytosol] // a sugar alcohol[periplasm]  <-->  a sugar alcohol[cytosol] // DL-glyceraldehyde[periplasm]  <-->  DL-glyceraldehyde[cytosol] // glycine[periplasm]  <-->  glycine[cytosol] // urea[cytosol]  <-->  urea[periplasm] // arsenous acid[periplasm]  ->  arsenous acid[cytosol] // antimonous acid[periplasm]  <-->  antimonous acid[cytosol]	REVERSIBLE // LEFT-TO-RIGHT		plasma membrane	
an N-acyl-(S-diacyl-sn-glyceryl)-L-cysteinyl-[lipoprotein][inner membrane] + a LolA lipoprotein chaperone + ATP + H2O  ->  a LolA-lipoprotein complex[periplasm] + ADP + phosphate + H+	lipoprotein release complex	lolE // lolD // lolC	an N-acyl-(S-diacyl-sn-glyceryl)-L-cysteinyl-[lipoprotein][inner membrane] + a LolA lipoprotein chaperone + ATP + H2O  ->  a LolA-lipoprotein complex[periplasm] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT			
2 an ubiquinol[inner membrane] + dioxygen + 4 H+  ->  2 a ubiquinone[inner membrane] + 2 H2O + 4 H+[periplasm] // hydrogen peroxide[periplasm] + an ubiquinol[inner membrane]  ->  a ubiquinone[inner membrane] + 2 H2O[periplasm] // 6-decylubiquinol + hydrogen peroxide  <-->  6-decylubiquinone + 2 H2O	cytochrome <i>bd</i>-I ubiquinol oxidase	cydA // cydB // cydX // cydH	2 an ubiquinol[inner membrane] + dioxygen + 4 H+  ->  2 a ubiquinone[inner membrane] + 2 H2O + 4 H+[periplasm] // hydrogen peroxide[periplasm] + an ubiquinol[inner membrane]  ->  a ubiquinone[inner membrane] + 2 H2O[periplasm] // 6-decylubiquinol + hydrogen peroxide  <-->  6-decylubiquinone + 2 H2O	PHYSIOL-LEFT-TO-RIGHT // REVERSIBLE			
HPr-Phis15 + L-ascorbate[periplasm]  ->  L-ascorbate 6-phosphate[cytosol] + phosphocarrier protein HPr	L-ascorbate specific PTS enzyme II	ulaC // ulaB // ulaA	HPr-Phis15 + L-ascorbate[periplasm]  ->  L-ascorbate 6-phosphate[cytosol] + phosphocarrier protein HPr	PHYSIOL-LEFT-TO-RIGHT	protein-phosphocysteine-sugar phosphotransferase activity		L-ascorbic acid transmembrane transport // phosphoenolpyruvate-dependent sugar phosphotransferase system
methyl beta-D-glucoside[periplasm] + HPr-Phis15  ->  methyl beta-D-glucoside 6-phosphate[cytosol] + phosphocarrier protein HPr // arbutin[periplasm] + HPr-Phis15  ->  arbutin 6-phosphate[cytosol] + phosphocarrier protein HPr // HPr-Phis15 + salicin[periplasm]  ->  salicin 6-phosphate[cytosol] + phosphocarrier protein HPr // transport of &beta;-D-glucose by PTS	&beta;-glucoside specific PTS enzyme II / BglG kinase / BglG phosphatase	bglF	methyl beta-D-glucoside[periplasm] + HPr-Phis15  ->  methyl beta-D-glucoside 6-phosphate[cytosol] + phosphocarrier protein HPr // arbutin[periplasm] + HPr-Phis15  ->  arbutin 6-phosphate[cytosol] + phosphocarrier protein HPr // HPr-Phis15 + salicin[periplasm]  ->  salicin 6-phosphate[cytosol] + phosphocarrier protein HPr // transport of &beta;-D-glucose by PTS	LEFT-TO-RIGHT // PHYSIOL-LEFT-TO-RIGHT			
ATP + iron(III)-enterobactin complex[periplasm] + H2O  ->  ADP + iron(III)-enterobactin complex[cytosol] + phosphate + H+	ferric enterobactin ABC transporter	fepC // fepD // fepG // fepB	ATP + iron(III)-enterobactin complex[periplasm] + H2O  ->  ADP + iron(III)-enterobactin complex[cytosol] + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT	ferric-enterobactin transmembrane transporter activity	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	ferric-enterobactin import into cell
glycine betaine[periplasm] + ATP + H2O  ->  glycine betaine[cytosol] + ADP + phosphate + H+ // L-proline betaine[periplasm] + ATP + H2O  ->  L-proline betaine[cytosol] + ADP + phosphate + H+ // a quaternary ammonium compound[periplasm] + ATP + H2O  ->  a quaternary ammonium compound[cytosol] + ADP + phosphate + H+ // ATP + L-proline[periplasm] + H2O  ->  ADP + L-proline[cytosol] + phosphate + H+	glycine betaine ABC transporter	proV // proW // proX	glycine betaine[periplasm] + ATP + H2O  ->  glycine betaine[cytosol] + ADP + phosphate + H+ // L-proline betaine[periplasm] + ATP + H2O  ->  L-proline betaine[cytosol] + ADP + phosphate + H+ // a quaternary ammonium compound[periplasm] + ATP + H2O  ->  a quaternary ammonium compound[cytosol] + ADP + phosphate + H+ // ATP + L-proline[periplasm] + H2O  ->  ADP + L-proline[cytosol] + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT	ABC-type glycine betaine transporter activity	ATP-binding cassette (ABC) transporter complex	glycine betaine transport
glutathione[periplasm] + ATP + H2O  ->  glutathione[cytosol] + ADP + phosphate + H+	glutathione ABC transporter	gsiA // gsiB // gsiD // gsiC	glutathione[periplasm] + ATP + H2O  ->  glutathione[cytosol] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT	ATPase-coupled transmembrane transporter activity // glutathione transmembrane transporter activity	ATP-binding cassette (ABC) transporter complex	glutathione transmembrane transport
ATP + thiosulfate[periplasm] + H2O  ->  ADP + thiosulfate[cytosol] + phosphate + H+ // sulfate[periplasm] + ATP + H2O  ->  sulfate[cytosol] + ADP + phosphate + H+ // selenate[periplasm] + ATP + H2O  ->  selenate[cytosol] + ADP + phosphate + H+ // selenite[periplasm] + ATP + H2O  ->  selenite[cytosol] + ADP + phosphate + H+ // ATP + molybdate[periplasm] + H2O  ->  ADP + molybdate[cytosol] + phosphate + H+	thiosulfate/sulfate ABC transporter	cysA // cysW // cysU // cysP	ATP + thiosulfate[periplasm] + H2O  ->  ADP + thiosulfate[cytosol] + phosphate + H+ // sulfate[periplasm] + ATP + H2O  ->  sulfate[cytosol] + ADP + phosphate + H+ // selenate[periplasm] + ATP + H2O  ->  selenate[cytosol] + ADP + phosphate + H+ // selenite[periplasm] + ATP + H2O  ->  selenite[cytosol] + ADP + phosphate + H+ // ATP + molybdate[periplasm] + H2O  ->  ADP + molybdate[cytosol] + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT			
transport of &beta;-D-glucose by PTS // methyl alpha-D-glucoside[periplasm] + HPr-Phis15  ->  phosphocarrier protein HPr + methyl alpha-D-glucoside 6-phosphate[cytosol]	glucose-specific PTS enzyme II	ptsG // crr	transport of &beta;-D-glucose by PTS // methyl alpha-D-glucoside[periplasm] + HPr-Phis15  ->  phosphocarrier protein HPr + methyl alpha-D-glucoside 6-phosphate[cytosol]	PHYSIOL-LEFT-TO-RIGHT // LEFT-TO-RIGHT	protein-phosphocysteine-glucose phosphotransferase system transporter activity // protein-N(PI)-phosphohistidine-glucose phosphotransferase system transporter activity		phosphoenolpyruvate-dependent sugar phosphotransferase system // glucose import across plasma membrane
bicozamycin:H<sup>+</sup> antiport // drug:proton antiport // sulfadiazine:proton antiport // ethidium:proton antiport // choline:proton antiport // glycine betaine:proton antiport	multidrug efflux pump EmrE / betaine:H<sup>+</sup> antiporter / choline:H<sup>+</sup> antiporter	emrE	bicozamycin:H<sup>+</sup> antiport // drug:proton antiport // sulfadiazine:proton antiport // ethidium:proton antiport // choline:proton antiport // glycine betaine:proton antiport	REVERSIBLE			
ATP + L-aspartate[periplasm] + H2O  ->  L-aspartate[cytosol] + ADP + phosphate + H+ // ATP + L-glutamate[periplasm] + H2O  ->  ADP + L-glutamate[cytosol] + phosphate + H+	glutamate / aspartate ABC transporter	gltI // gltK // gltJ // gltL	ATP + L-aspartate[periplasm] + H2O  ->  L-aspartate[cytosol] + ADP + phosphate + H+ // ATP + L-glutamate[periplasm] + H2O  ->  ADP + L-glutamate[cytosol] + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT		ATP-binding cassette (ABC) transporter complex	
putrescine[cytosol] + ATP + H2O  ->  putrescine[periplasm] + ADP + phosphate + H+	putrescine ABC exporter	sapF // sapC // sapB // sapD	putrescine[cytosol] + ATP + H2O  ->  putrescine[periplasm] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT			
Cd<sup>2+</sup>:proton antiport // Fe<sup>2+</sup>:proton antiport // Zn<sup>2+</sup>:proton antiport	Zn<sup>2+</sup>/Fe<sup>2+</sup>/Cd<sup>2+</sup> exporter	fieF	Cd<sup>2+</sup>:proton antiport // Fe<sup>2+</sup>:proton antiport // Zn<sup>2+</sup>:proton antiport	LEFT-TO-RIGHT // REVERSIBLE		integral component of plasma membrane // plasma membrane	
ATP + iron(III) dicitrate[periplasm] + H2O  ->  ADP + iron(III) dicitrate[cytosol] + phosphate + H+	ferric citrate ABC transporter	fecE // fecC // fecD // fecB	ATP + iron(III) dicitrate[periplasm] + H2O  ->  ADP + iron(III) dicitrate[cytosol] + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	siderophore-dependent iron import into cell
K+[periplasm] + ATP + H2O  ->  K+[cytosol] + ADP + phosphate + H+	K<sup>+</sup> transporting P-type ATPase	kdpF // kdpA // kdpB // kdpC	K+[periplasm] + ATP + H2O  ->  K+[cytosol] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT			
formate dehydrogenase (menaquinone)	formate dehydrogenase O	fdoG // fdoH // fdoI	formate dehydrogenase (menaquinone)	PHYSIOL-LEFT-TO-RIGHT	molybdopterin cofactor binding // formate dehydrogenase (quinone) activity // selenium binding	plasma membrane // formate dehydrogenase complex	cellular respiration // formate oxidation // respiratory electron transport chain // anaerobic respiration
sulfadiazine export	putative multidrug efflux pump MdtNOP	mdtP // mdtO // mdtN	sulfadiazine export	PHYSIOL-LEFT-TO-RIGHT			
deoxycholate export // erythromycin export // acriflavine efflux // n-hexane export	multidrug efflux pump AcrEF-TolC	 // acrE // acrF	deoxycholate export // erythromycin export // acriflavine efflux // n-hexane export	PHYSIOL-LEFT-TO-RIGHT			
a lipopolysaccharide[periplasm] + ATP + H2O  ->  a lipopolysaccharide[extracellular space] + ADP + phosphate + H+	lipopolysaccharide transport system	 // lptG // lptC // lptA // lptB // lptF	a lipopolysaccharide[periplasm] + ATP + H2O  ->  a lipopolysaccharide[extracellular space] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT			
hydrogen:menaquinone oxidoreductase // 2 H2 + dioxygen  ->  2 H2O	hydrogenase 1, oxygen tolerant hydrogenase		hydrogen:menaquinone oxidoreductase // 2 H2 + dioxygen  ->  2 H2O	REVERSIBLE // LEFT-TO-RIGHT	heme binding // hydrogenase (acceptor) activity // electron transfer activity // iron-sulfur cluster binding // nickel cation binding	intrinsic component of periplasmic side of plasma membrane // [Ni-Fe] hydrogenase complex	fermentation // anaerobic electron transport chain // hydrogen metabolic process // anaerobic respiration
a macrolide antibiotic[periplasm] + ATP + H2O  ->  a macrolide antibiotic[extracellular space] + ADP + phosphate + H+ // bacitracin[periplasm] + ATP + H2O  ->  bacitracin[extracellular space] + ADP + phosphate + H+ // a polymyxin[periplasm] + ATP + H2O  ->  a polymyxin[extracellular space] + ADP + phosphate + H+	ABC-type tripartite efflux pump	 // macB // macA	a macrolide antibiotic[periplasm] + ATP + H2O  ->  a macrolide antibiotic[extracellular space] + ADP + phosphate + H+ // bacitracin[periplasm] + ATP + H2O  ->  bacitracin[extracellular space] + ADP + phosphate + H+ // a polymyxin[periplasm] + ATP + H2O  ->  a polymyxin[extracellular space] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT			
